Spike Times (s)
0.5212333333333333
0.5223666666666666
0.5277333333333334
0.5288
0.5412666666666667
0.5434
1.5310333333333332
1.5321333333333333
1.5343666666666667
1.5354666666666668
1.5365
1.5385666666666666
1.5397
1.5407333333333333
1.556
1.5581
1.5591666666666666
1.5601333333333334
1.5633333333333332
1.5646333333333333
1.5656666666666668
1.5665666666666667
1.5677333333333334
1.5686666666666667
1.5776333333333334
1.5808
1.5818666666666668
1.584
1.5851
1.5861
1.5871333333333333
1.5883333333333334
1.5893
1.5903666666666667
1.5914666666666666
1.5926
1.5935333333333332
1.5947333333333333
1.5967
1.5997666666666666
1.6018
1.6029
1.6040333333333334
1.6051666666666666
1.6061333333333334
1.6071666666666666
1.6083
1.6093666666666666
1.6104333333333334
1.6115
1.6204666666666667
1.629
1.6322333333333334
1.6343333333333334
1.6353333333333333
1.6374666666666666
1.6386
1.6484333333333334
1.6592
1.6602666666666666
1.6613
1.6624
1.6634666666666666
1.6645
1.6655333333333333
1.6676333333333333
1.7182666666666666
1.7192666666666667
1.7203333333333333
4.518766666666667
4.519966666666667
4.524933333333333
4.5292666666666666
4.534566666666667
4.5436
4.545766666666666
4.547933333333333
4.551066666666666
