Spike Times (s)
0.5174666666666666
0.5198666666666667
0.5205
0.5211
1.5174666666666667
1.5198666666666667
1.5205
1.5211
2.5174666666666665
2.5198666666666667
2.5205
2.5211
3.5174666666666665
3.5198666666666667
3.5205
3.5211
4.5174666666666665
4.5205
4.5211
